File Name,dataCV,SCAN RATE,499.999
T,Vf,Im
8.656,0.960763,0.00476885
8.658,0.959921,0.00476468
8.66,0.958958,0.00466464
8.662,0.957879,0.00464796
8.664,0.956917,0.00463962
8.666,0.955871,0.00461461
8.668,0.95495,0.00456042
8.67,0.954017,0.00457293
8.672,0.952779,0.00450206
8.674,0.951871,0.0045104
8.676,0.95095,0.00445204
8.678,0.949696,0.00441452
8.68,0.948958,0.00438117
8.682,0.947846,0.00436867
8.684,0.946929,0.00434366
8.686,0.946058,0.00430197
8.688,0.944758,0.00424361
8.69,0.943842,0.00425612
8.692,0.94295,0.00420609
8.694,0.941575,0.00422694
8.696,0.940908,0.00418525
8.698,0.939817,0.00415607
8.7,0.938925,0.00413523
8.702,0.938112,0.00409771
8.704,0.936767,0.00404769
8.706,0.935817,0.00404769
8.708,0.934983,0.00402268
8.71,0.933979,0.00396432
8.712,0.932925,0.00393514
8.714,0.931904,0.00394347
8.716,0.930946,0.00391012
8.718,0.929971,0.00390596
8.72,0.928787,0.00390596
8.722,0.927846,0.00385176
8.724,0.92695,0.00384343
8.726,0.925979,0.00381842
8.728,0.924917,0.00380174
8.73,0.923821,0.00377673
8.732,0.92295,0.00377256
8.734,0.922142,0.00373921
8.736,0.92075,0.0037142
8.738,0.919871,0.0037142
8.74,0.91895,0.00367252
8.742,0.917608,0.00363917
8.744,0.917,0.003635
8.746,0.9159,0.00362666
8.748,0.914896,0.00357247
8.75,0.914075,0.00357664
8.752,0.912779,0.00353078
8.754,0.911833,0.00354329
8.756,0.910917,0.00351411
8.758,0.909604,0.00353912
8.76,0.909079,0.00353078
8.762,0.907896,0.0034891
8.764,0.906921,0.00345575
8.766,0.905933,0.00346826
8.768,0.904837,0.00343908
8.77,0.90385,0.00343074
8.772,0.90295,0.00342657
8.774,0.901792,0.00339739
8.776,0.9009,0.00339322
8.778,0.899833,0.00339322
8.78,0.89895,0.00334737
8.782,0.898067,0.00333486
8.784,0.896742,0.00333486
8.786,0.895925,0.00332235
8.788,0.894967,0.00329734
8.79,0.893721,0.00327233
8.792,0.892962,0.00321814
8.794,0.891908,0.00322648
8.796,0.890925,0.00317645
8.798,0.890112,0.00318479
8.8,0.888762,0.00315144
8.802,0.887946,0.0031973
8.804,0.886975,0.00315978
8.806,0.885667,0.00313894
8.808,0.884904,0.00311393
8.81,0.883829,0.00313477
8.812,0.882975,0.00310559
8.814,0.881933,0.00311393
8.816,0.880854,0.00310559
8.818,0.879929,0.00308891
8.82,0.878967,0.00307224
8.822,0.877942,0.0030639
8.824,0.876962,0.00307224
8.826,0.875912,0.00304723
8.828,0.874946,0.0030514
8.83,0.874125,0.00304723
8.832,0.872775,0.00303472
8.834,0.871888,0.00302639
8.836,0.87095,0.00300971
8.838,0.869712,0.00300137
8.84,0.868971,0.0029847
8.842,0.867842,0.00297636
8.844,0.866862,0.00296803
8.846,0.866133,0.00297219
8.848,0.864754,0.00295969
8.85,0.863842,0.00293468
8.852,0.862967,0.00293051
8.854,0.861558,0.00294301
8.856,0.860937,0.00295552
8.858,0.859921,0.00292217
8.86,0.858533,0.00290967
8.862,0.85815,0.0029055
8.864,0.856825,0.00292634
8.866,0.855908,0.00289716
8.868,0.85495,0.00288882
8.87,0.853879,0.00290967
8.872,0.852929,0.00284297
8.874,0.851912,0.00287215
8.876,0.850967,0.00289299
8.878,0.850083,0.00288049
8.88,0.848767,0.00284714
8.882,0.848,0.00282213
8.884,0.846967,0.00285131
8.886,0.845687,0.00285547
8.888,0.845,0.00283046
8.89,0.843875,0.00280962
8.892,0.842958,0.00279711
8.894,0.842129,0.00278878
8.896,0.840742,0.00278461
8.898,0.839954,0.00279295
8.9,0.838946,0.00278461
8.902,0.83765,0.00279711
8.904,0.837067,0.00278044
8.906,0.835862,0.00276377
8.908,0.834683,0.00275543
8.91,0.834121,0.00275126
8.912,0.832779,0.00275543
8.914,0.831925,0.00271374
8.916,0.830958,0.00273875
8.918,0.829921,0.00273459
8.92,0.828917,0.00274709
8.922,0.827937,0.00272625
8.924,0.826962,0.00268456
8.926,0.826012,0.00270957
8.928,0.824779,0.00271791
8.93,0.823908,0.00270541
8.932,0.822975,0.00268873
8.934,0.821692,0.0026929
8.936,0.820975,0.00266789
8.938,0.819821,0.00268039
8.94,0.818896,0.00266372
8.942,0.818025,0.00265538
8.944,0.816754,0.00265538
8.946,0.815867,0.00266372
8.948,0.814958,0.00266789
8.95,0.813675,0.00265955
8.952,0.812929,0.00265538
8.954,0.811862,0.00265538
8.956,0.81075,0.00264288
8.958,0.8099,0.00261787
8.96,0.808754,0.00260953
8.962,0.807767,0.00260119
8.964,0.80695,0.00265121
8.966,0.805979,0.00263871
8.968,0.804929,0.00263037
8.97,0.803962,0.00263037
8.972,0.802958,0.0026137
8.974,0.802004,0.00259702
8.976,0.800829,0.00260953
8.978,0.799946,0.00258035
8.98,0.79895,0.00262203
8.982,0.79785,0.0026137
8.984,0.796921,0.00260536
8.986,0.795871,0.00262203
8.988,0.794962,0.00258869
8.99,0.794117,0.00257618
8.992,0.792754,0.00259285
8.994,0.791937,0.00258869
8.996,0.790958,0.00257201
8.998,0.789908,0.0026137
9.0,0.788992,0.00257618
9.002,0.787858,0.0026137
9.004,0.786958,0.00257618
9.006,0.786008,0.00259285
9.008,0.78475,0.00253449
9.01,0.783871,0.00257618
9.012,0.782983,0.00256784
9.014,0.781554,0.00258035
9.016,0.781054,0.00256367
9.018,0.779987,0.00258452
9.02,0.778992,0.00256367
9.022,0.778021,0.002547
9.024,0.776883,0.00253866
9.026,0.775975,0.002547
9.028,0.774992,0.00253033
9.03,0.774,0.00258035
9.032,0.772917,0.00256367
9.034,0.771929,0.00255951
9.036,0.770983,0.00253449
9.038,0.770083,0.00254283
9.04,0.768758,0.00256367
9.042,0.767892,0.002547
9.044,0.766971,0.00256367
9.046,0.765746,0.00251782
9.048,0.764942,0.00250948
9.05,0.763883,0.00252199
9.052,0.763,0.00248447
9.054,0.762133,0.00253866
9.056,0.76075,0.00256367
9.058,0.759921,0.00250531
9.06,0.759017,0.00253033
9.062,0.757579,0.00249281
9.064,0.756796,0.00248447
9.066,0.755875,0.00249281
9.068,0.754954,0.00249698
9.07,0.753958,0.00254283
9.072,0.752883,0.00250115
9.074,0.751967,0.00249698
9.076,0.750996,0.00251365
9.078,0.749954,0.00249698
9.08,0.749,0.00251782
9.082,0.74795,0.00253449
9.084,0.746967,0.00247613
9.086,0.746142,0.00249281
9.088,0.744817,0.00247613
9.09,0.743933,0.00250115
9.092,0.74295,0.00248447
9.094,0.742067,0.0024803
9.096,0.740967,0.0024803
9.098,0.7399,0.00247613
9.1,0.738958,0.00250115
9.102,0.738133,0.00249698
9.104,0.736762,0.00248447
9.106,0.736008,0.00248864
9.108,0.735017,0.0024803
9.11,0.733721,0.00247613
9.112,0.732971,0.00244279
9.114,0.731958,0.00245529
9.116,0.730896,0.00246363
9.118,0.73015,0.00245112
9.12,0.728875,0.00250948
9.122,0.728,0.00244279
9.124,0.727,0.00247613
9.126,0.725971,0.00249281
9.128,0.724992,0.00246363
9.13,0.723942,0.00245529
9.132,0.722971,0.00245946
9.134,0.72205,0.00244279
9.136,0.720825,0.00247197
9.138,0.719983,0.00247197
9.14,0.718992,0.00243445
9.142,0.717992,0.00243862
9.144,0.717104,0.00242194
9.146,0.715958,0.00247613
9.148,0.714979,0.00248864
9.15,0.714125,0.00246363
9.152,0.712783,0.00246363
9.154,0.711942,0.00244279
9.156,0.710975,0.00243028
9.158,0.709862,0.00245529
9.16,0.708937,0.00242194
9.162,0.707921,0.00245112
9.164,0.706762,0.00245529
9.166,0.705892,0.0024678
9.168,0.704775,0.0024678
9.17,0.703992,0.00244279
9.172,0.70305,0.00245946
9.174,0.702025,0.00245529
9.176,0.700987,0.00244279
9.178,0.699958,0.00241777
9.18,0.699017,0.00243445
9.182,0.698117,0.00243862
9.184,0.696783,0.0024678
9.186,0.696046,0.0024011
9.188,0.694992,0.00243862
9.19,0.694092,0.00244279
9.192,0.69315,0.00237609
9.194,0.691921,0.00242611
9.196,0.690992,0.00240527
9.198,0.6901,0.00242194
9.2,0.688817,0.00240944
9.202,0.688,0.00242194
9.204,0.686996,0.00243028
9.206,0.685967,0.00246363
9.208,0.685187,0.00237609
9.21,0.683937,0.00240944
9.212,0.683037,0.00245946
9.214,0.682142,0.00242194
9.216,0.680758,0.00242194
9.218,0.679913,0.00242194
9.22,0.678967,0.00240944
9.222,0.678004,0.00243862
9.224,0.677033,0.00242194
9.226,0.675971,0.0024011
9.228,0.674987,0.00243028
9.23,0.6741,0.00243862
9.232,0.672933,0.00244695
9.234,0.672029,0.00241777
9.236,0.671029,0.00243445
9.238,0.670083,0.0024011
9.24,0.669075,0.00241777
9.242,0.667937,0.00243445
9.244,0.666992,0.00240944
9.246,0.666133,0.00245529
9.248,0.664817,0.00243445
9.25,0.663967,0.00239693
9.252,0.663,0.00239693
9.254,0.662071,0.00238026
9.256,0.661133,0.00241361
9.258,0.659904,0.00236358
9.26,0.659017,0.00241777
9.262,0.658125,0.00246363
9.264,0.656796,0.00241777
9.266,0.655942,0.00239276
9.268,0.655067,0.00240944
9.27,0.653692,0.00239693
9.272,0.653246,0.00245112
9.274,0.651979,0.00238443
9.276,0.651008,0.00242194
9.278,0.6501,0.00239276
9.28,0.648883,0.00238443
9.282,0.647979,0.00239693
9.284,0.646987,0.00236358
9.286,0.646117,0.00240944
9.288,0.645,0.00236358
9.29,0.64395,0.00237192
9.292,0.642958,0.00237609
9.294,0.64215,0.00240944
9.296,0.640929,0.00238443
9.298,0.640025,0.00239693
9.3,0.639008,0.00239693
9.302,0.638129,0.00238859
9.304,0.637163,0.00238443
9.306,0.63595,0.00238859
9.308,0.634954,0.00237192
9.31,0.63415,0.00238443
9.312,0.633004,0.00238026
9.314,0.63205,0.00238859
9.316,0.630967,0.00238859
9.318,0.630067,0.00239276
9.32,0.628825,0.00241361
9.322,0.6279,0.00239276
9.324,0.627083,0.00239276
9.326,0.626054,0.00237609
9.328,0.624967,0.00239693
9.33,0.623996,0.0024011
9.332,0.623029,0.00237192
9.334,0.622079,0.0024011
9.336,0.621021,0.0024011
9.338,0.619963,0.0024011
9.34,0.619004,0.00237609
9.342,0.61815,0.00235941
9.344,0.616958,0.00239693
9.346,0.616042,0.00238859
9.348,0.614983,0.00238026
9.35,0.614129,0.00236775
9.352,0.613108,0.00235108
9.354,0.611954,0.00238026
9.356,0.610987,0.0023344
9.358,0.610142,0.0023344
9.36,0.608896,0.00235525
9.362,0.608012,0.00235525
9.364,0.607017,0.0024011
9.366,0.605867,0.00239693
9.368,0.605,0.00236358
9.37,0.603925,0.00237192
9.372,0.602925,0.00236358
9.374,0.60215,0.00235941
9.376,0.601012,0.00237609
9.378,0.600025,0.00237192
9.38,0.599012,0.00235525
9.382,0.598129,0.0023344
9.384,0.597029,0.00233023
9.386,0.595954,0.00235108
9.388,0.594958,0.0023344
9.39,0.594142,0.00235525
9.392,0.592983,0.00231356
9.394,0.592017,0.00235108
9.396,0.590975,0.00231773
9.398,0.590108,0.00238026
9.4,0.589142,0.00234691
9.402,0.58795,0.00237192
9.404,0.586983,0.0023344
9.406,0.58615,0.00238443
9.408,0.584883,0.00235941
9.41,0.584046,0.00236358
9.412,0.582975,0.00234274
9.414,0.582083,0.00235525
9.416,0.581254,0.00233857
9.418,0.579912,0.00234274
9.42,0.579,0.00233857
9.422,0.578067,0.00237192
9.424,0.576771,0.00236775
9.426,0.576004,0.00235108
9.428,0.575021,0.00235525
9.43,0.574129,0.00233857
9.432,0.573025,0.0023344
9.434,0.571992,0.00232607
9.436,0.571029,0.00235941
9.438,0.57015,0.00229272
9.44,0.568983,0.0023344
9.442,0.568012,0.00235108
9.444,0.567004,0.00231356
9.446,0.56615,0.00234274
9.448,0.565167,0.00235525
9.45,0.563954,0.00233857
9.452,0.562958,0.00233857
9.454,0.562133,0.00233023
9.456,0.560912,0.00233857
9.458,0.559987,0.0023219
9.46,0.558967,0.00231773
9.462,0.558042,0.00234274
9.464,0.557233,0.00230522
9.466,0.555887,0.0023219
9.468,0.554983,0.00232607
9.47,0.55415,0.00230939
9.472,0.552858,0.00233857
9.474,0.551888,0.00230105
9.476,0.550975,0.00233857
9.478,0.550071,0.00233857
9.48,0.548979,0.0023219
9.482,0.547971,0.00229689
9.484,0.546975,0.00228855
9.486,0.546133,0.00227604
9.488,0.544904,0.00228855
9.49,0.544025,0.00228438
9.492,0.543,0.00229272
9.494,0.542142,0.00228021
9.496,0.541075,0.00230522
9.498,0.539962,0.0023219
9.5,0.538958,0.00230939
9.502,0.538154,0.00230939
9.504,0.536896,0.00231356
9.506,0.535992,0.00228438
9.508,0.534975,0.00231356
9.51,0.53415,0.00230939
9.512,0.533208,0.00226354
9.514,0.531908,0.00226771
9.516,0.53095,0.00228021
9.518,0.53015,0.00230522
9.52,0.52885,0.00228021
9.522,0.527983,0.00229689
9.524,0.527021,0.00228438
9.526,0.525825,0.00234274
9.528,0.525283,0.00228855
9.53,0.523967,0.00226354
9.532,0.523,0.00228438
9.534,0.522142,0.00227187
9.536,0.521025,0.00230105
9.538,0.520046,0.00230522
9.54,0.518983,0.00226771
9.542,0.518142,0.00224686
9.544,0.5171,0.00229272
9.546,0.515962,0.00229689
9.548,0.514958,0.00228021
9.55,0.51415,0.00228021
9.552,0.51295,0.00230105
9.554,0.511983,0.00228855
9.556,0.510975,0.00228438
9.558,0.510142,0.00228021
9.56,0.509229,0.00229689
9.562,0.507933,0.00228855
9.564,0.506975,0.00228021
9.566,0.50615,0.00228021
9.568,0.504862,0.00225937
9.57,0.5039,0.00226771
9.572,0.50295,0.00225937
9.574,0.501904,0.0022552
9.576,0.501154,0.00223436
9.578,0.499812,0.00225937
9.58,0.499017,0.00227604
9.582,0.498125,0.00226354
9.584,0.497038,0.00226771
9.586,0.496029,0.00225103
9.588,0.495,0.0022552
9.59,0.49415,0.0022552
9.592,0.493062,0.00223853
9.594,0.491967,0.00226771
9.596,0.490992,0.00226354
9.598,0.49015,0.00224269
9.6,0.489042,0.00222185
9.602,0.488071,0.00222602
9.604,0.48695,0.00223019
9.606,0.48615,0.00223853
9.608,0.485225,0.00225937
9.61,0.483958,0.00223853
9.612,0.483021,0.00225103
9.614,0.48215,0.00224269
9.616,0.480925,0.00226354
9.618,0.479979,0.00222185
9.62,0.478967,0.00222602
9.622,0.478029,0.00224686
9.624,0.477333,0.00223436
9.626,0.475908,0.00226771
9.628,0.474925,0.00221351
9.63,0.47415,0.00222602
9.632,0.472992,0.00225103
9.634,0.472033,0.00221351
9.636,0.471029,0.00223019
9.638,0.47015,0.00223436
9.64,0.469083,0.00223853
9.642,0.467975,0.00225103
9.644,0.466983,0.00225103
9.646,0.46615,0.00222185
9.648,0.465129,0.00224269
9.65,0.464142,0.00221768
9.652,0.462967,0.00223853
9.654,0.462129,0.00225103
9.656,0.46125,0.00223436
9.658,0.459917,0.00224269
9.66,0.458967,0.00220935
9.662,0.45815,0.00223436
9.664,0.456917,0.00219684
9.666,0.456037,0.00224269
9.668,0.454975,0.00222185
9.67,0.454083,0.00220935
9.672,0.45325,0.00220101
9.674,0.451917,0.00220101
9.676,0.450933,0.00222602
9.678,0.450158,0.00222602
9.68,0.448775,0.00224269
9.682,0.448142,0.00222185
9.684,0.447017,0.00220935
9.686,0.446125,0.00223019
9.688,0.445042,0.00221768
9.69,0.443971,0.0021885
9.692,0.442988,0.00219684
9.694,0.442142,0.00219267
9.696,0.441075,0.00218016
9.698,0.440054,0.00218433
9.7,0.438975,0.00221768
9.702,0.438142,0.00216349
9.704,0.437221,0.00220101
9.706,0.435875,0.00218016
9.708,0.434975,0.002176
9.71,0.434142,0.0021885
9.712,0.433012,0.00216349
9.714,0.4321,0.00218433
9.716,0.430979,0.00219267
9.718,0.430079,0.00220518
9.72,0.429225,0.00219684
9.722,0.4279,0.00215099
9.724,0.426983,0.00216766
9.726,0.42615,0.002176
9.728,0.424775,0.00218433
9.73,0.424025,0.00216766
9.732,0.422983,0.00216349
9.734,0.422142,0.00215932
9.736,0.421083,0.00213431
9.738,0.420021,0.00213848
9.74,0.419033,0.00214265
9.742,0.41815,0.00218016
9.744,0.417,0.00213848
9.746,0.416063,0.00215515
9.748,0.415033,0.0021093
9.75,0.41415,0.00216766
9.752,0.413225,0.00211347
9.754,0.411954,0.00214682
9.756,0.411,0.002176
9.758,0.41015,0.00213848
9.76,0.408842,0.00215515
9.762,0.408021,0.00214265
9.764,0.406975,0.00215515
9.766,0.406125,0.00215099
9.768,0.405283,0.00215099
9.77,0.403917,0.00214682
9.772,0.402996,0.00213014
9.774,0.402158,0.00215515
9.776,0.400758,0.00216766
9.778,0.400004,0.00212597
9.78,0.399012,0.00216766
9.782,0.397796,0.00213431
9.784,0.39735,0.00212181
9.786,0.396021,0.00214682
9.788,0.395025,0.00213431
9.79,0.394142,0.00212181
9.792,0.393129,0.0021093
9.794,0.392137,0.00212597
9.796,0.391021,0.00213014
9.798,0.39015,0.00212597
9.8,0.389233,0.00214265
9.802,0.387971,0.00211347
9.804,0.386992,0.00213848
9.806,0.38615,0.00214265
9.808,0.384921,0.00212597
9.81,0.384125,0.00214682
9.812,0.383042,0.00212181
9.814,0.38215,0.00209679
9.816,0.381258,0.00212181
9.818,0.379942,0.00210513
9.82,0.379042,0.0021093
9.822,0.37815,0.00214265
9.824,0.37675,0.00212181
9.826,0.376108,0.00210096
9.828,0.375,0.00207178
9.83,0.373925,0.00212597
9.832,0.373262,0.00212181
9.834,0.371942,0.00209263
9.836,0.371075,0.00213848
9.838,0.370154,0.00210513
9.84,0.369142,0.00208429
9.842,0.368108,0.00212181
9.844,0.367087,0.00208429
9.846,0.36615,0.00211347
9.848,0.365187,0.00211347
9.85,0.363967,0.00209263
9.852,0.363071,0.00209679
9.854,0.36215,0.00205094
9.856,0.361092,0.00207595
9.858,0.360075,0.00206345
9.86,0.359058,0.00208012
9.862,0.35815,0.00208012
9.864,0.357233,0.00208429
9.866,0.355967,0.00207178
9.868,0.35505,0.00205928
9.87,0.35415,0.00207595
9.872,0.352887,0.00207178
9.874,0.352125,0.00208429
9.876,0.351046,0.00208429
9.878,0.349854,0.00207595
9.88,0.3493,0.00213431
9.882,0.347962,0.00205511
9.884,0.347071,0.00202176
9.886,0.34615,0.0020426
9.888,0.345121,0.00208429
9.89,0.344071,0.00207595
9.892,0.343087,0.00205094
9.894,0.342142,0.00208429
9.896,0.341058,0.00210096
9.898,0.340025,0.00208429
9.9,0.339062,0.00206761
9.902,0.33815,0.00208429
9.904,0.337062,0.00205511
9.906,0.336092,0.00206345
9.908,0.335037,0.00206761
9.91,0.334158,0.00205928
9.912,0.333337,0.00204677
9.914,0.331958,0.0020426
9.916,0.331042,0.00205094
9.918,0.33015,0.00205094
9.92,0.328958,0.00205928
9.922,0.32815,0.00202593
9.924,0.326992,0.00207178
9.926,0.326075,0.00202593
9.928,0.32535,0.00205511
9.93,0.32395,0.0020426
9.932,0.323083,0.00205094
9.934,0.322167,0.00206345
9.936,0.320825,0.00205511
9.938,0.320262,0.00205928
9.94,0.3191,0.00207595
9.942,0.318129,0.00207595
9.944,0.317187,0.00208846
9.946,0.315979,0.00201342
9.948,0.3151,0.00202176
9.95,0.31415,0.00202593
9.952,0.313175,0.00206345
9.954,0.3121,0.0020426
9.956,0.31105,0.00206345
9.958,0.310158,0.0020301
9.96,0.309333,0.00201759
9.962,0.307996,0.00199675
9.964,0.3071,0.00200508
9.966,0.30615,0.0020426
9.968,0.3049,0.00203843
9.97,0.304154,0.00202593
9.972,0.303071,0.0020426
9.974,0.302067,0.00205511
9.976,0.301342,0.00203843
9.978,0.299929,0.00202593
9.98,0.299058,0.00201759
9.982,0.29815,0.00203843
9.984,0.2968,0.00200925
9.986,0.2961,0.00201342
9.988,0.295042,0.0020426
9.99,0.294133,0.00198841
9.992,0.293183,0.00201342
9.994,0.292046,0.00198007
9.996,0.291087,0.00200508
9.998,0.290158,0.00199675
10.0,0.289175,0.00200508
10.002,0.288087,0.0020426
10.004,0.287088,0.00208012
10.006,0.28615,0.00199675
10.008,0.285283,0.00202593
10.01,0.283954,0.00200508
10.012,0.283058,0.00201342
10.014,0.28215,0.00203427
10.016,0.280971,0.00201342
10.018,0.280133,0.0020301
10.02,0.279058,0.00200092
10.022,0.278125,0.00200925
10.024,0.27735,0.00202593
10.026,0.275958,0.00200508
10.028,0.275017,0.0019634
10.03,0.274183,0.00202593
10.032,0.272842,0.00199675
10.034,0.272292,0.00203843
10.036,0.271096,0.00202176
10.038,0.269946,0.00201759
10.04,0.26935,0.00202176
10.042,0.26805,0.00198007
10.044,0.267125,0.00199258
10.046,0.26615,0.00200092
10.048,0.265142,0.00199258
10.05,0.264113,0.0019759
10.052,0.263063,0.00201759
10.054,0.262158,0.00198424
10.056,0.261225,0.00198424
10.058,0.259983,0.00201342
10.06,0.259079,0.00199675
10.062,0.25815,0.00198424
10.064,0.256958,0.0019634
10.066,0.256171,0.00200092
10.068,0.255025,0.00197174
10.07,0.254158,0.00196757
10.072,0.253317,0.00198424
10.074,0.251942,0.00196757
10.076,0.251071,0.00198424
10.078,0.25015,0.00197174
10.08,0.2488,0.00199675
10.082,0.248125,0.00198841
10.084,0.247042,0.00197174
10.086,0.246046,0.00193839
10.088,0.245275,0.00195923
10.09,0.243946,0.0019759
10.092,0.243125,0.00200092
10.094,0.24215,0.00198841
10.096,0.24115,0.00196757
10.098,0.240117,0.0019634
10.1,0.2391,0.00196757
10.102,0.238142,0.00199675
10.104,0.237242,0.00198424
10.106,0.235954,0.00198007
10.108,0.235087,0.00195923
10.11,0.23415,0.00193839
10.112,0.233075,0.00193839
10.114,0.232246,0.00193005
10.116,0.231033,0.00197174
10.118,0.230125,0.00195089
10.12,0.229308,0.00199258
10.122,0.227958,0.00195923
10.124,0.227025,0.00193839
10.126,0.226146,0.00198007
10.128,0.224925,0.00195089
10.13,0.224217,0.00198424
10.132,0.223042,0.0019759
10.134,0.222029,0.00193005
10.136,0.221337,0.00198007
10.138,0.219929,0.00196757
10.14,0.219054,0.00193839
10.142,0.21815,0.00195089
10.144,0.217154,0.00194256
10.146,0.216129,0.00194256
10.148,0.215075,0.00193422
10.15,0.214154,0.00193839
10.152,0.213171,0.00192171
10.154,0.212042,0.00192171
10.156,0.211079,0.00193839
10.158,0.210158,0.0019759
10.16,0.209071,0.00195089
10.162,0.208133,0.0019759
10.164,0.207083,0.00192171
10.166,0.206158,0.00195089
10.168,0.205333,0.00193839
10.17,0.203958,0.00195506
10.172,0.203042,0.0018967
10.174,0.20215,0.00190921
10.176,0.200929,0.00190087
10.178,0.200208,0.00193005
10.18,0.199008,0.00191338
10.182,0.19805,0.00192171
10.184,0.197292,0.00190921
10.186,0.195992,0.00197174
10.188,0.195012,0.00194256
10.19,0.19415,0.00193005
10.192,0.192821,0.00194672
10.194,0.192212,0.00188836
10.196,0.191117,0.00193839
10.198,0.190154,0.00194672
10.2,0.189179,0.00190504
10.202,0.188004,0.00186752
10.204,0.187121,0.00195923
10.206,0.18615,0.00192171
10.208,0.185117,0.00193422
10.21,0.184121,0.00191754
10.212,0.183058,0.00192171
10.214,0.182121,0.00191338
10.216,0.181275,0.00190087
10.218,0.179967,0.00192171
10.22,0.179071,0.00191338
10.222,0.17815,0.00192171
10.224,0.177046,0.00191754
10.226,0.176167,0.00188836
10.228,0.175092,0.00192588
10.23,0.174158,0.00194672
10.232,0.173317,0.00190087
10.234,0.17195,0.00190921
10.236,0.171096,0.00191338
10.238,0.17015,0.00191754
10.24,0.168804,0.00187586
10.242,0.168113,0.00188836
10.244,0.167017,0.00192171
10.246,0.16615,0.00188836
10.248,0.165154,0.00188836
10.25,0.164083,0.00188836
10.252,0.163071,0.00189253
10.254,0.16215,0.00191338
10.256,0.1612,0.00188836
10.258,0.160154,0.00193422
10.26,0.159096,0.00193005
10.262,0.15815,0.0018842
10.264,0.157217,0.00188003
10.266,0.15595,0.00190504
10.268,0.155108,0.00187586
10.27,0.15415,0.00189253
10.272,0.152983,0.00189253
10.274,0.152146,0.00188836
10.276,0.151008,0.00193005
10.278,0.150104,0.00191754
10.28,0.149292,0.00193005
10.282,0.147942,0.00191338
10.284,0.147033,0.00190504
10.286,0.14615,0.00186752
10.288,0.144904,0.00191338
10.29,0.144208,0.0018967
10.292,0.143096,0.00191338
10.294,0.141867,0.0018967
10.296,0.14135,0.00192588
10.298,0.140067,0.00188836
10.3,0.139142,0.00193422
10.302,0.13815,0.00190087
10.304,0.137129,0.00188836
10.306,0.13615,0.00186335
10.308,0.135112,0.00190504
10.31,0.134158,0.00188836
10.312,0.133171,0.00188003
10.314,0.132,0.0018842
10.316,0.131087,0.00187169
10.318,0.130154,0.00189253
10.32,0.12905,0.00188003
10.322,0.128196,0.00186752
10.324,0.127033,0.00187169
10.326,0.12615,0.00188003
10.328,0.125329,0.00187169
10.33,0.12395,0.00187586
10.332,0.123054,0.00183834
10.334,0.122167,0.00188836
10.336,0.120879,0.00185502
10.338,0.120129,0.00182167
10.34,0.119017,0.00187169
10.342,0.117954,0.00187586
10.344,0.117179,0.0018842
10.346,0.115958,0.00186752
10.348,0.115133,0.00183
10.35,0.114129,0.00187586
10.352,0.113154,0.00186752
10.354,0.112125,0.00188836
10.356,0.111125,0.00188003
10.358,0.11015,0.00187169
10.36,0.109229,0.00184251
10.362,0.107971,0.00183
10.364,0.107096,0.00182167
10.366,0.10615,0.00186335
10.368,0.105096,0.00186335
10.37,0.104175,0.00186752
10.372,0.103021,0.00185085
10.374,0.1021,0.00184668
10.376,0.101283,0.00187169
10.378,0.099975,0.00183834
10.38,0.0990667,0.00184251
10.382,0.0981583,0.00182167
10.384,0.0970083,0.00182167
10.386,0.0962333,0.00185502
10.388,0.095,0.00185502
10.39,0.0940875,0.00184251
10.392,0.0933333,0.0018175
10.394,0.0919708,0.00182584
10.396,0.0910333,0.00183417
10.398,0.09015,0.00182584
10.4,0.0891458,0.00184668
10.402,0.0881333,0.0018175
10.404,0.0871167,0.00183834
10.406,0.0861542,0.00185085
10.408,0.0851417,0.00180499
10.41,0.0841042,0.0018175
10.412,0.0830875,0.00183417
10.414,0.0821583,0.00183
10.416,0.081125,0.00180499
10.418,0.0801417,0.00186752
10.42,0.0790458,0.00181333
10.422,0.0781667,0.00181333
10.424,0.0773125,0.00181333
10.426,0.0759542,0.0018175
10.428,0.0751042,0.00181333
10.43,0.07415,0.00180916
10.432,0.0730167,0.00179249
10.434,0.072225,0.00178832
10.436,0.0709917,0.00179666
10.438,0.070125,0.00177164
10.44,0.069325,0.00175914
10.442,0.068,0.00177581
10.444,0.067125,0.00178415
10.446,0.0661958,0.0018175
10.448,0.0649458,0.00177581
10.45,0.0642667,0.00176748
10.452,0.0631167,0.00179249
10.454,0.0621583,0.00174246
10.456,0.0612042,0.0017383
10.458,0.0601,0.00176331
10.46,0.0591542,0.00172996
10.462,0.0581625,0.00171745
10.464,0.0571542,0.00175914
10.466,0.0561708,0.00172162
10.468,0.0551,0.0017508
10.47,0.054175,0.00174663
10.472,0.0533333,0.00174663
10.474,0.0519583,0.00172996
10.476,0.0511125,0.00172996
10.478,0.0501625,0.0017383
10.48,0.0490792,0.00172162
10.482,0.0481583,0.00172996
10.484,0.0470667,0.0017383
10.486,0.0461625,0.00171745
10.488,0.0452958,0.00172579
10.49,0.043975,0.00172162
10.492,0.0431333,0.00171745
10.494,0.042175,0.00169244
10.496,0.0408125,0.00169661
10.498,0.04015,0.00170912
10.5,0.0390167,0.00170078
10.502,0.0381417,0.0016841
10.504,0.0371542,0.00170495
10.506,0.0360833,0.00167577
10.508,0.0351292,0.00167994
10.51,0.0341417,0.00164242
10.512,0.0332333,0.00165492
